#Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU19505	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	NA	NA	NA
OTU19506	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19507	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospira	NA
OTU19508	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19509	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA	NA
OTU19510	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19511	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19512	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19513	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
OTU19514	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19515	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	NA
OTU19516	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19517	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19518	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	NA
OTU19519	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19520	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19521	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
OTU19522	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	NA
OTU19523	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA	NA
OTU19524	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19525	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
OTU19526	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	NA
OTU19527	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Quinella	NA
OTU19528	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
OTU19529	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
OTU19530	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19531	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
OTU19532	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
OTU19533	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_AC2044_group	NA
OTU19534	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19535	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA
OTU19536	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus_Soleaferrea	NA
OTU19537	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19538	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	NA
OTU19539	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	NA
OTU19540	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	NA
OTU19541	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus_Arthromitus	NA
OTU19542	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU19543	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Enteractinococcus	NA
OTU19544	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	NA
OTU19545	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
OTU19546	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
OTU19547	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
OTU19548	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
OTU19549	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19550	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
OTU19551	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19552	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19553	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
OTU19554	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	NA	NA	NA
OTU19555	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	NA	NA
OTU19556	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	NA
OTU19557	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	NA	NA	NA
OTU19558	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
OTU19559	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19560	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19561	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19562	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
OTU19563	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19564	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19565	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	NA	NA
OTU19566	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
OTU19567	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	NA
OTU19568	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
OTU19569	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19570	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU19571	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
OTU19572	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
OTU19573	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
OTU19575	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19576	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19577	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	NA
OTU19578	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19579	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
OTU19580	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	NA
OTU19581	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
OTU19582	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	NA
OTU19583	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA	NA
OTU19584	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19585	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	NA
OTU19586	Bacteria	NA	NA	NA	NA	NA	NA
OTU19587	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudocitrobacter	NA
OTU19588	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	NA	NA
OTU19589	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	NA	NA
OTU19590	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	NA
OTU19591	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19592	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
OTU19593	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU19594	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
OTU19595	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	NA
OTU19596	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
OTU19597	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19598	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
OTU19599	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19600	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA	NA
OTU19601	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	NA
OTU19602	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
OTU19603	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19604	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19605	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
OTU19606	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA	NA
OTU19607	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	NA	NA
OTU19608	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	NA
OTU19609	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
OTU19610	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA	NA
OTU19611	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19612	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19613	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA	NA
OTU19614	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19615	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19616	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	NA
OTU19617	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
OTU19618	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19619	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	NA	NA	NA
OTU19621	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	NA
OTU19622	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA	NA
OTU19623	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	NA
OTU19624	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19625	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
OTU19626	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19627	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	NA
OTU19628	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19629	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19630	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
OTU19631	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
OTU19632	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	NA
OTU19633	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_Ga6A1_group	NA
OTU19634	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
OTU19635	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19636	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA
OTU19637	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
OTU19638	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus	NA
OTU19639	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA
OTU19640	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19641	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19642	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19643	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19644	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19645	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19646	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19647	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
OTU19648	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
OTU19649	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
OTU19650	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	NA	NA
OTU19651	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA
OTU19652	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19653	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	NA
OTU19654	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
OTU19655	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19656	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
OTU19657	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19658	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	NA
OTU19659	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19660	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	NA
OTU19661	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA	NA
OTU19662	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19663	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19664	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
OTU19665	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	NA
OTU19666	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	NA
OTU19667	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19668	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19669	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU19670	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19671	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19672	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	NA
OTU19673	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	NA
OTU19674	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19675	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospira	NA
OTU19676	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	distasonis
OTU19677	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA	NA
OTU19678	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19679	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA
OTU19680	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU19681	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
OTU19682	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_UCG-001	NA
OTU19683	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
OTU19684	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA
OTU19685	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	NA
OTU19686	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19687	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
OTU19688	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA	NA
OTU19689	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	NA
OTU19690	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	NA	NA
OTU19691	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19692	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19693	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus_Stoquefichus	NA
OTU19694	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19695	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_FCS020_group	NA
OTU19696	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
OTU19697	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19698	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19699	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus_Stoquefichus	NA
OTU19700	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19701	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
OTU19702	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19703	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
OTU19704	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	NA	NA
OTU19705	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
OTU19706	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA	NA
OTU19707	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	NA
OTU19708	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_Ga6A1_group	NA
OTU19709	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19710	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA
OTU19711	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	NA
OTU19712	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU19713	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	NA
OTU19714	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19715	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	NA
OTU19716	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19717	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU19718	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Coriobacteriaceae_UCG-002	NA
OTU19719	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19720	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
OTU19721	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	NA
OTU19722	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
OTU19723	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
OTU19724	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA	NA
OTU19725	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA	NA
OTU19726	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19727	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19728	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA
OTU19729	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19730	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19731	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19732	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19733	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19734	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	NA
OTU19735	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19736	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19737	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
OTU19738	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19739	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
OTU19740	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
OTU19741	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19742	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19743	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19744	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19745	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19746	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA	NA
OTU19747	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	NA
OTU19748	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19749	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
OTU19750	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	NA
OTU19751	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19752	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19753	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19754	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	NA
OTU19755	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus]_furcosa_group	NA
OTU19756	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
OTU19757	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	NA
OTU19758	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA	NA
OTU19759	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
OTU19760	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	CENA359	NA
OTU19761	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
OTU19762	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA	NA
OTU19763	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19764	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Coriobacteriaceae_UCG-002	NA
OTU19765	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
OTU19766	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA	NA
OTU19767	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	NA
OTU19768	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
OTU19769	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA
OTU19770	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	maltophilia
OTU19771	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	NA
OTU19772	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
OTU19773	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA	NA
OTU19774	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	NA
OTU19775	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
